,Released,English title,Genre,Score,Popularity,Overview,Or_lan,Actor_1_name,Actor_1_popu,Actor_2_name,Actor_2_popu,Actor_3_name,Actor_3_popu
9855,2023-02-10,Your Place or Mine, Romance Comedy,6.277,28.831,"When best friends and total opposites Debbie and Peter swap homes for a week, they get a peek into each other's lives that could open the door to love.",en,Reese Witherspoon,53.741,Ashton Kutcher,52.302,Jesse Williams,44.163
9856,2023-02-10,Somebody I Used to Know, Romance Comedy Drama,5.894,39.542,"On a trip to her hometown, workaholic Ally reminisces with her first love Sean, and starts to question everything about the person she's become. Things only get more confusing when she meets Sean's fiancé, Cassidy, who reminds her of the person she used to be.",en,Alison Brie,31.889,Jay Ellis,12.478,Kiersey Clemons,30.869
9857,2023-02-24,We Have a Ghost, Comedy Fantasy Family Adventure Horror,6.461,51.756,"After Kevin finds a ghost named Ernest haunting his new home, he becomes an overnight social media sensation. But when Kevin and Ernest go rogue to investigate the mystery of the latter's past, they become targets of the CIA.",en,David Harbour,18.662,Jahi Di'Allo Winston,15.746,Anthony Mackie,26.253
9858,2023-02-24,Luther: The Fallen Sun, Crime Mystery Thriller,6.701,40.856,"A gruesome serial killer is terrorizing London while brilliant but disgraced detective John Luther sits behind bars. Haunted by his failure to capture the cyber psychopath who now taunts him, Luther decides to break out of prison to finish the job by any means necessary.",en,Idris Elba,71.124,Cynthia Erivo,17.562,Andy Serkis,22.09
9859,2023-02-24,God's Time, Comedy Drama,4.7,10.087,Two best friends and recovering addicts embark on a frantic chase through New York City to stop the woman they are both in love with from killing her ex-boyfriend.,en,Ben Groh,0.6,Dion Costelloe,1.943,Liz Caribel Sierra,0.6
9860,2023-03-03,A Little White Lie, Comedy,5.462,17.318,A handyman living in New York City is mistaken for a famous and famously reclusive writer and brought to a university where he is to deliver a keynote address.,en,Michael Shannon,44.97,Kate Hudson,64.047,Don Johnson,39.896
9861,2023-03-03,Palm Trees and Power Lines, Drama,6.181,18.879,"A disconnected teenage girl enters a relationship with a man twice her age. She sees him as the solution to all her problems, but his intentions are not what they seem.",en,Lily McInerny,3.774,Jonathan Tucker,22.582,Gretchen Mol,21.78
9862,2023-03-03,The Year Between, Comedy Drama,4.1,4.567,"Inspired by true events, college sophomore Clemence Miller is coming home to the suburbs and a bedroom in her family's basement. After dropping out of school with a newly diagnosed mental illness, she now faces the challenges of bipolar disorder, the responsibilities of adulthood, and her damaged relationships with family and friends. Clemence struggles to figure out what it means to heal without driving everyone around her… well, crazy. As if reckoning with everything and everyone she has taken for granted wasn’t enough, Clemence has to wrestle with the thought that on top of it all, she might also just have a really bad personality.",en,Alex Heller,1.4,J. Smith-Cameron,23.832,Steve Buscemi,33.331
9863,2023-03-07,Unseen, Thriller Horror Mystery,6.43,15.369,"Sam receives a call from Emily, a near blind woman who is running from her murderous ex in the woods. Can she survive using Sam as her eyes via video call?",en,Jolene Purdy,10.142,Midori Francis,28.54,Missi Pyle,29.451
9864,2023-03-10,Chang Can Dunk, Family Comedy Drama,6.942,19.187,"Chang, a 16-year-old, Asian American, bets the high school basketball star that he can dunk by Homecoming. The bet leads 5' 8"" Chang on a quest to learn to dunk—not only to impress his crush, Kristy, but to gain the respect of his high school peers too. But before he can rise up and truly throw one down, he'll have to reexamine everything he knows about himself, his friendships and his family.",en,Bloom Li,3.98,Ben Wang,6.173,Zoë Renee,8.28
9865,2023-03-10,Southern Gospel, History Drama Music,5.5,12.326,"Samuel Allen's life collapses, but he wants to pursue his childhood goals and become a preacher. To do this, the rock n roll star has to fight against his past demons.",en,Max Ehrich,11.571,Katelyn Nacon,11.33,J. Alphonse Nicholson,11.882
9866,2023-03-17,Boston Strangler, Crime Mystery Thriller,6.685,28.7,"Reporters Loretta McLaughlin and Jean Cole bravely pursue the story of the Boston Strangler at great personal risk, putting their own lives on the line in their quest to uncover the truth.",en,Keira Knightley,46.247,Carrie Coon,60.378,Chris Cooper,36.673
9867,2023-03-17,Moving On, Comedy Drama,6.281,6.28,"Two old friends reconnect at their friend's funeral, and decide to exact revenge on the widower who wronged all three of them decades earlier.",en,Jane Fonda,31.769,Lily Tomlin,16.277,Malcolm McDowell,28.437
9868,2023-03-17,Wildflower, Comedy Drama,7.383,15.189,The story of Bea Johnson from birth to graduation as she navigates life with an intellectually disabled parent and an extended family who can't quite agree on the best way to help.,en,Kiernan Shipka,26.265,Alexandra Daddario,74.443,Charlie Plummer,9.602
9869,2023-03-17,Supercell, Action Drama,5.804,25.853,"Good-hearted teenager William always lived in hope of following in his late father’s footsteps and becoming a storm chaser. His father’s legacy has now been turned into a storm-chasing tourist business, managed by the greedy and reckless Zane Rogers, who is now using William as the main attraction to lead a group of unsuspecting adventurers deep into the eye of the most dangerous supercell ever seen.",en,Skeet Ulrich,32.858,Anne Heche,30.617,Daniel Diemer,10.807
9870,2023-03-17,Pinball: The Man Who Saved the Game, Comedy Drama History Romance,6.988,14.505,"The dramatic comedy is based on the true story of writer and pinball wizard Roger Sharpe, chronicling his journey to overturn New York City’s 35-year ban on pinball.",en,Mike Faist,19.948,Crystal Reed,23.741,Dennis Boutsikaris,28.526
9871,2023-03-24,The Tutor, Mystery Thriller Action,6.442,31.877,"When a professional tutor takes a job at a remote manor, he soon finds himself battling his disturbed student’s obsessions, which threaten to expose his darkest secrets and unravel his carefully crafted persona.",en,Garrett Hedlund,22.663,Noah Schnapp,21.637,Victoria Justice,50.856
9872,2023-03-28,Adalynn, Horror Mystery Drama,6.0,3.294,"In order to keep herself and her newborn baby alive, a mother must fight to overcome postpartum depression, grief, inner demons, sinister impulses, and an unseen tormentor until her husband can return home from his business trip to help her.",en,Sydney Carvill,3.066,Wade Baker,1.193,Janet Carter,1.569
9873,2023-03-31,Spinning Gold, Music Drama,5.3,17.057,"A biopic of 1970s record producer Neil Bogart, co-founder of Casablanca Records.",en,Jeremy Jordan,29.66,Michelle Monaghan,89.238,Jay Pharoah,13.891
9874,2023-03-31,Space Oddity, Comedy Romance Science Fiction Drama,5.9,10.09,A space-obsessed man gets the opportunity of a lifetime thanks to a Mars colonization program but finds his plans compromised by his feelings for a woman who brings him down to Earth.,en,Kyle Allen,22.806,Alexandra Shipp,48.588,Kevin Bacon,69.735
9875,2023-03-31,A Thousand and One, Drama Crime,6.987,17.552,"Struggling but unapologetically living on her own terms, Inez is moving from shelter to shelter in mid-1990s New York City. With her 6-year-old son Terry in foster care and unable to leave him again, she kidnaps him so they can build their life together. As the years go by, their family grows and Terry becomes a smart yet quiet teenager, but the secret that has defined their lives threatens to destroy the home they have so improbably built.",en,Teyana Taylor,11.375,William Catlett,15.164,Josiah Cross,3.506
9876,2023-03-31,Assassin, Action Thriller Science Fiction Crime,5.328,13.868,"A private military operation invents futuristic microchip tech that enables the mind of an agent to inhabit the body of another person to carry out covert, deadly missions. But when an agent is killed during a secret mission, his wife takes his place in an attempt to bring the man responsible to justice.",en,Andy Allo,13.24,Nomzamo Mbatha,4.372,Bruce Willis,43.75
9877,2023-03-31,Acidman, Drama,5.4,10.348,"After a decade apart, Maggie tracks down her elusive father. His fixation with UFOs has intensified over the years, which frustrates her attempts to communicate some big news.",en,Dianna Agron,17.861,Thomas Haden Church,15.842,Sameerah Luqmaan-Harris,2.058
9878,2023-03-31,Malum, Horror,5.806,18.85,A rookie police officer willingly takes the last shift at a newly decommissioned police station in an attempt to uncover the mysterious connection between her father's death and a vicious cult.,en,Jessica Sula,12.968,Candice Coke,9.247,Chaney Morrow,3.112
9879,2023-04-05,The Super Mario Bros. Movie, Animation Family Adventure Fantasy Comedy,7.688,286.593,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",en,Chris Pratt,55.003,Anya Taylor-Joy,44.666,Charlie Day,26.412
9880,2023-04-05,Air, Drama,7.368,38.17,Discover the game-changing partnership between a then undiscovered Michael Jordan and Nike's fledgling basketball division which revolutionized the world of sports and culture with the Air Jordan brand.,en,Matt Damon,131.716,Ben Affleck,43.533,Jason Bateman,44.357
9881,2023-04-07,Praise This, Music Romance Comedy,7.0,20.463,"When aspiring musical superstar Sam is forced to join her cousin's struggling, underdog praise team in the lead-up to a national championship competition, she sees an opportunity to finally make her dreams come true.",en,Chloe Bailey,18.956,Anjelika Washington,9.138,Druski,2.616
9882,2023-04-07,Chupa, Adventure Fantasy Family,6.429,28.085,"While visiting family in Mexico, a lonely boy befriends a mythical creature hiding on his grandfather's ranch and embarks on the adventure of a lifetime.",en,Evan Whitten,10.18,Demián Bichir,19.925,Christian Slater,40.121
9883,2023-04-07,How to Blow Up a Pipeline, Crime Drama Thriller,6.514,27.255,A crew of young environmental activists execute a daring mission to sabotage an oil pipeline.,en,Ariela Barer,6.597,Kristine Froseth,26.611,Lukas Gage,18.336
9884,2023-04-07,One True Loves, Romance Drama Comedy,6.5,28.352,"Emma and Jesse are living the perfect life together, until Jesse disappears in a tragic helicopter crash on their first wedding anniversary. Four years later, Emma has found happiness again and is about to marry her best friend when Jesse resurfaces, turning her world upside down and leaving her torn between two great loves.",en,Phillipa Soo,10.724,Simu Liu,19.534,Luke Bracey,20.362
9885,2023-04-14,Beau Is Afraid, Comedy Adventure Fantasy,6.75,41.323,A paranoid man embarks on an epic odyssey to get home to his mother.,en,Joaquin Phoenix,67.792,Patti LuPone,16.374,Amy Ryan,30.797
9886,2023-04-14,Sweetwater, Drama History,7.368,15.218,"In 1990 Chicago, a taxi driver recounts to his passenger, a sportswriter, his life story. He reveals himself to be Nat ""Sweetwater"" Clifton, one of the first African Americans to play in the NBA.",en,Everett Osborne,2.632,Cary Elwes,44.674,Jeremy Piven,200.025
9887,2023-04-14,Nefarious, Horror Thriller,6.881,37.499,"On the day of his scheduled execution, a convicted serial killer gets a psychiatric evaluation during which he claims he is a demon, and further claims that before their time is over, the psychiatrist will commit three murders of his own.",en,Sean Patrick Flanery,17.904,Jordan Belfi,12.558,Tom Ohmer,6.129
